digit1,digit2,digit3,digit4,acc1X,acc1Y,acc1Z,gyro1X,gyro1Y,gyro1Z,rot1X,rot1Y,rot1Z,mag1X,mag1Y,mag1Z,acc2X,acc2Y,acc2Z,gyro2X,gyro2Y,gyro2Z,rot2X,rot2Y,rot2Z,mag2X,mag2Y,mag2Z,acc3X,acc3Y,acc3Z,gyro3X,gyro3Y,gyro3Z,rot3X,rot3Y,rot3Z,mag3X,mag3Y,mag3Z,acc4X,acc4Y,acc4Z,gyro4X,gyro4Y,gyro4Z,rot4X,rot4Y,rot4Z,mag4X,mag4Y,mag4Z,sequence
7.0,9.0,3.0,2.0,1.435219398608064,5.454592257320918,7.795939714960314,0.09086613,-0.113926284,0.027641632,0.2798576457830477,0.1034628451724368,0.5661444539501573,11.125882496182664,18.01277882093934,7.105926277349591,2.3732680815489946,5.930202024173711,7.319789307315256,-0.009162972,0.004123337,-0.0048869182,0.3248481296485592,0.1283699000318287,0.5645070445730981,10.18523478464316,17.38926325741948,7.275508242463914,2.865427068407808,6.119939354768783,6.943013347280651,-0.03054324,0.024587307,0.015882485,0.3631911537574749,0.070467825508153,0.5709390711732485,5.035815360233459,13.909460398554366,8.558859559046143,2.846573485721826,6.0661795657104784,7.01039570672148,0.025503604,-0.01847866,0.004734202,0.3657427110285566,0.083040202496259,0.5880989923803204,2.5499754575712426,12.44771940198702,8.997907847485108,7932.0
7.0,9.0,3.0,2.0,1.461747200859218,5.436688870569037,7.802042284398204,0.09086613,-0.113926284,0.027641632,0.2787302051481056,0.123541857935966,0.5802476378754257,11.135791978135988,18.02289618159679,7.093923428521005,2.3597543345129584,5.944058496642996,7.329870645120352,-0.009162972,0.004123337,-0.0048869182,0.3224237808278858,0.0830660586195421,0.5562877373044864,10.18320513052309,17.399674396691527,7.288236196966974,2.865561107727882,6.10326365237773,6.947992176766164,-0.03054324,0.024587307,0.015882485,0.3525279276609592,0.0916512052439706,0.5801687172318772,5.042459907511721,13.898078360978126,8.551404630725251,2.838570825317193,6.058134658294066,6.985020605505144,0.025503604,-0.01847866,0.004734202,0.3457972075795409,0.0967900341057602,0.5655455171082376,2.5497429473884936,12.43344772597414,8.992636659014217,7932.0
7.0,9.0,3.0,2.0,1.449827945022677,5.480407276030068,7.793014925569702,0.09086613,-0.113926284,0.027641632,0.2838295115440364,0.1426723259328676,0.5800337417961627,11.144531936986866,18.032818858241345,7.105907442482926,2.3591533300733607,5.9474691445287355,7.318537001727227,-0.009162972,0.004123337,-0.0048869182,0.3081952151061434,0.0809736707803586,0.5740728586604128,10.175131389111982,17.402275097008502,7.287590362143147,2.859108985711797,6.115883175562816,6.959481321327878,-0.03054324,0.024587307,0.015882485,0.3400018558445202,0.0862951155458075,0.5679844420047597,5.05254155678801,13.896847004726157,8.543811133528527,2.8238882271550048,6.066834423189596,6.989980554854736,0.025503604,-0.01847866,0.004734202,0.374667872469312,0.0975215460607219,0.5876470382505026,2.5493848993843233,12.456676325857854,8.995811376914762,7932.0
7.0,9.0,3.0,2.0,1.448429066567765,5.464449125347605,7.798673087545267,0.09086613,-0.113926284,0.027641632,0.2735161126170108,0.1250374773751213,0.5766050918473323,11.12968486462646,18.006786815216596,7.103647439903599,2.374111503870636,5.925596008169681,7.314779281150876,-0.009162972,0.004123337,-0.0048869182,0.3157882210263434,0.1093302177850317,0.5764315803555952,10.194301274800926,17.39899302413091,7.280812805919746,2.8638417388064257,6.097057396778024,6.939886795673054,-0.03054324,0.024587307,0.015882485,0.3463736658953712,0.090975130231005,0.5764482870088975,5.049972296020795,13.898651195932436,8.545276685833342,2.837362824613067,6.0498406132205895,6.9825177633240445,0.025503604,-0.01847866,0.004734202,0.367814367754776,0.0810997666133574,0.5636103233344505,2.5655225687937797,12.472488933100925,9.019851992460936,7932.0
5.0,8.0,2.0,0.0,1.835295,5.705087,7.5786676,0.07574723,-0.101250835,0.0108428495,0.30473295,0.10852482,0.57343775,10.106251,17.90625,7.8562503,1.9166509,5.814559,7.475776,-0.011453714,0.007788526,0.0044287695,0.31663436,0.107562184,0.5725081,9.20625,16.725,8.0625,2.3892334,6.0119667,7.3728848,0.091782436,-0.16264275,0.034208428,0.32186258,0.107170954,0.5731284,8.08125,15.731251,8.15625,2.1284158,5.8767724,7.3166533,-0.06139191,0.16661337,-0.008857539,0.32356936,0.10648054,0.57319134,7.6687503,15.450001,8.306251,5820.0
5.0,8.0,2.0,0.0,1.8231867474759824,5.7089127378048,7.57146299399178,0.07574723,-0.101250835,0.0108428495,0.3038139193978807,0.1077639762002627,0.5789197770670411,10.095694571848126,17.917182051520268,7.862878124029759,1.9273951436894337,5.81183496800602,7.476676356088892,-0.011453714,0.007788526,0.0044287695,0.3361303584445545,0.0922776548130626,0.567579947958504,9.202223988995629,16.725646369275893,8.063351747042308,2.3895179510437177,6.015829267900949,7.372689431299507,0.091782436,-0.16264275,0.034208428,0.3454667765995792,0.117498119291043,0.571979177619257,8.085162153575837,15.731382364750646,8.151717770046758,2.1356762246872827,5.885528955143944,7.323800316962246,-0.06139191,0.16661337,-0.008857539,0.3166710448892425,0.1361195257158204,0.5693615690712773,7.6691216094404195,15.462015775887687,8.294031889191288,5820.0
5.0,8.0,2.0,0.0,1.8473083540230004,5.693042409315666,7.581819763458151,0.07574723,-0.101250835,0.0108428495,0.2985913524376624,0.1021189626286466,0.5613197592180189,10.100329691934116,17.89044987516258,7.833531543830079,1.9121659709372465,5.817900136282597,7.481936022179027,-0.011453714,0.007788526,0.0044287695,0.3226135980226153,0.1078510218009222,0.5849139151849763,9.19356901498659,16.70172497173854,8.056280298436393,2.373408773870686,5.999831865773008,7.361098189120506,0.091782436,-0.16264275,0.034208428,0.3131207931284269,0.1099235500277,0.56147972414643,8.062669846640203,15.726494071317871,8.148984021231263,2.1313090981366365,5.89036280443336,7.321346559991456,-0.06139191,0.16661337,-0.008857539,0.3333563498079757,0.0952349486651261,0.5815690330756343,7.685631308186675,15.435199053165205,8.316431391341903,5820.0
5.0,8.0,2.0,0.0,1.8206294776392975,5.704373973228755,7.597521063314621,0.07574723,-0.101250835,0.0108428495,0.301003911753355,0.1058254229943136,0.5652978321808857,10.108620069835652,17.90253187509952,7.862783862410206,1.91278558707591,5.814789757964137,7.471795306855393,-0.011453714,0.007788526,0.0044287695,0.3226119478882389,0.1125680268207862,0.5812996473016577,9.21672317280174,16.71950080099847,8.05833459979299,2.3720256311272223,6.013280053532684,7.354324946964136,0.091782436,-0.16264275,0.034208428,0.3310758566863114,0.1070574759646567,0.5747876295240372,8.068979918824652,15.737744493518171,8.16302165583984,2.134885503632933,5.86771278719103,7.322032403447401,-0.06139191,0.16661337,-0.008857539,0.3328446677422875,0.0992421309343403,0.5863826149056158,7.655993020005301,15.44501108786632,8.30608167210973,5820.0
5.0,8.0,2.0,0.0,1.8471212343309429,5.705576051964524,7.5776330883309,0.07574723,-0.101250835,0.0108428495,0.3007785865783177,0.0997281623461718,0.5869028363620505,10.093820378209292,17.902493899901092,7.853381288194105,1.907380496737916,5.81067766474139,7.48558083891397,-0.011453714,0.007788526,0.0044287695,0.3322702956805623,0.1214044307549438,0.5683313918953184,9.20921193896592,16.730910748967524,8.060880166454545,2.3838249482498837,6.012502757700828,7.372863135948865,0.091782436,-0.16264275,0.034208428,0.3408166838052932,0.0888295904091404,0.5752559259033448,8.080127615239856,15.736645349289557,8.170694385904772,2.1118201871121625,5.877042129940792,7.330210464575978,-0.06139191,0.16661337,-0.008857539,0.3124198389238858,0.1025029455309715,0.5847500493360437,7.679578497177312,15.450410961400086,8.302689119929584,5820.0
5.0,8.0,2.0,0.0,1.833009430590459,5.699148115345092,7.586027773491256,0.07574723,-0.101250835,0.0108428495,0.2990845125264177,0.1220636137971993,0.558130700405489,10.110490390632023,17.915187525428884,7.851701761517334,1.9103168014296568,5.826698013440566,7.466332209603832,-0.011453714,0.007788526,0.0044287695,0.3152989264017049,0.1116035740520213,0.5838631225630104,9.2215258164816,16.728804323313703,8.07031622257475,2.3676197259241,6.008990601023987,7.3603620671162195,0.091782436,-0.16264275,0.034208428,0.3274702316936204,0.1174141942596971,0.5776829183902394,8.079174109602585,15.732392867530129,8.160405552333467,2.1106385492789084,5.883713104343442,7.32660298073733,-0.06139191,0.16661337,-0.008857539,0.3282638180882134,0.1101140930534266,0.5649504461201587,7.67882034723919,15.465370947211284,8.302600198871513,5820.0
7.0,5.0,1.0,3.0,1.899303,5.8677993,7.645068,-0.01970039,0.083688475,-0.0036651888,0.31298912,0.11363966,0.5714213,10.725,17.268751,7.6312504,1.8903298,5.931209,7.5116687,0.10262528,-0.101708986,0.021227552,0.31984505,0.11595289,0.5702111,10.668751,16.893751,7.74375,1.9046868,6.013163,7.1694946,0.04886918,-0.014355322,0.021991132,0.3205878,0.11647427,0.5694336,10.462501,16.5375,7.8187504,2.5926232,6.1513486,6.878767,0.07987057,-0.2046397,0.074067354,0.34646103,0.10284654,0.5673924,9.225,15.6,8.00625,7513.0
7.0,5.0,1.0,3.0,1.890017491911254,5.873961685603206,7.664276216062401,-0.01970039,0.083688475,-0.0036651888,0.341380970367045,0.1104935474996826,0.5841744740089696,10.728727294591192,17.280656447804784,7.632134133137475,1.896535103993127,5.943739587780744,7.518840393197765,0.10262528,-0.101708986,0.021227552,0.3378831290309174,0.105941683563998,0.5632151462212901,10.645184523805831,16.89015484734576,7.752392876324365,1.9181795554662255,6.021199383415895,7.174394419624172,0.04886918,-0.014355322,0.021991132,0.3233727998474885,0.1211564508833304,0.5717441361470996,10.46279726977988,16.547846311409852,7.812123233613928,2.59357219886502,6.146648831725712,6.871111907248928,0.07987057,-0.2046397,0.074067354,0.3501323186739082,0.1075025303608947,0.5828369933964636,9.219012434533902,15.605147619455169,8.008788879053073,7513.0
7.0,5.0,1.0,3.0,1.900615199029712,5.874021950541179,7.63652524152601,-0.01970039,0.083688475,-0.0036651888,0.3049785188041101,0.1168321979005792,0.565971686255648,10.73762986412587,17.26472560802119,7.628286756981185,1.8944407284058884,5.92255452596447,7.517923952118106,0.10262528,-0.101708986,0.021227552,0.3327346965592712,0.1163219144660344,0.5595159904382083,10.683985640158228,16.896869882368087,7.750407334770236,1.9022896912628864,6.0178971723469425,7.162772885757529,0.04886918,-0.014355322,0.021991132,0.3320890759150547,0.1211067366490064,0.5589535210855975,10.44508225445428,16.52620522829852,7.819219563984149,2.610224658272683,6.144926564748759,6.873503554436554,0.07987057,-0.2046397,0.074067354,0.3430439875580716,0.1073599289059578,0.5611576937647395,9.218562119416816,15.615256042548218,8.004380143580795,7513.0
7.0,5.0,1.0,3.0,1.9047359865745783,5.866207308323987,7.645346963493192,-0.01970039,0.083688475,-0.0036651888,0.312175952510144,0.1355417152813796,0.5760884921981154,10.722986575456831,17.26796925790133,7.64533202232986,1.8960762059620837,5.924292840664054,7.505918112180208,0.10262528,-0.101708986,0.021227552,0.3151380144890056,0.1072071986266121,0.5651561360350896,10.676486291945938,16.894937504133917,7.7470224503892755,1.900870253353743,6.002583467689043,7.167098677803792,0.04886918,-0.014355322,0.021991132,0.3251956811013676,0.1028814045106619,0.5613088056081936,10.466732886875338,16.53599161678736,7.82403075652024,2.597434382784619,6.145784540564122,6.885771013641252,0.07987057,-0.2046397,0.074067354,0.352923735411195,0.1056811767074086,0.5891707494970259,9.215402457760256,15.588521149068049,8.00746385597512,7513.0
7.0,5.0,1.0,3.0,1.8886910338182736,5.860149922807953,7.652936847837842,-0.01970039,0.083688475,-0.0036651888,0.3140337549466093,0.1111362045912988,0.5616931918420669,10.701230393984217,17.2688226220324,7.620720125195671,1.897210584719318,5.933951537528287,7.511695854164716,0.10262528,-0.101708986,0.021227552,0.3266552272297957,0.114064403648173,0.5691026461134864,10.647093793516015,16.903702706342337,7.766489062775296,1.8958726792554723,6.020763602434351,7.165482871779029,0.04886918,-0.014355322,0.021991132,0.3261267352329732,0.118220576710003,0.5629019390454965,10.44881356833498,16.535080093741968,7.8115461856847235,2.607626941690946,6.144731571675364,6.876230973053598,0.07987057,-0.2046397,0.074067354,0.3412721189731307,0.0954000628111667,0.5832455451368259,9.22555225575598,15.607572051531966,8.007058453561386,7513.0
7.0,5.0,1.0,3.0,1.897526643071066,5.8695410324405,7.637443156991835,-0.01970039,0.083688475,-0.0036651888,0.2983458311608427,0.1148535584734112,0.5690488094862101,10.735722894609204,17.26889313593309,7.618964461492417,1.9137960232213296,5.935286953646367,7.530699993845179,0.10262528,-0.101708986,0.021227552,0.3263153863307312,0.1052020230779801,0.5785400908721505,10.661187325248298,16.899314513416513,7.728338485361072,1.8999730117644056,6.013551602113698,7.1680808464429315,0.04886918,-0.014355322,0.021991132,0.3195029512179727,0.1308221431529652,0.5640565603581077,10.456917063696691,16.535227195448986,7.816377651238081,2.604727006832598,6.1651431108998525,6.887723747545169,0.07987057,-0.2046397,0.074067354,0.3571226206734607,0.086280881909981,0.5532954690773931,9.225866642494037,15.598563909362182,8.013205677353211,7513.0
4.0,0.0,9.0,1.0,1.6498512,5.599205,7.7425756,0.052687086,-0.017409647,0.03375028,0.281473,0.11718715,0.5768405,11.75625,19.03125,7.7250004,1.5834504,5.5543394,7.7120676,0.015882485,0.015577052,0.020769402,0.28972024,0.117257565,0.58153725,11.34375,18.6375,7.6125,1.6295122,5.605187,7.6683984,0.062155493,-0.17272201,0.06994402,0.29329562,0.11644996,0.5815123,11.025001,18.31875,7.5375004,1.9758734,5.7230334,7.413563,0.046273008,0.032681264,0.018325943,0.30767038,0.11215304,0.5826204,10.06875,17.587502,7.2187505,4091.0
4.0,0.0,9.0,1.0,1.6469604890931815,5.606550693050047,7.752608491425276,0.052687086,-0.017409647,0.03375028,0.2759110599464139,0.1224227090486466,0.5943058621608747,11.756630747223827,19.03162102867603,7.727803931049025,1.5786619480376345,5.5768052283119385,7.702678002270337,0.015882485,0.015577052,0.020769402,0.2927343913233132,0.1288501893453532,0.5685931123042857,11.336402488561468,18.638705983403614,7.623887284497472,1.6245795440764257,5.624500722089274,7.659386798071444,0.062155493,-0.17272201,0.06994402,0.3063291466481311,0.1169585896472374,0.5735735458967647,11.024995122974731,18.324024560411285,7.529326720520039,1.9972164330386155,5.729567041858357,7.4188893829134175,0.046273008,0.032681264,0.018325943,0.3231872649518496,0.115119191771417,0.586226930906976,10.06806500621601,17.598973849288015,7.219736851322866,4091.0
4.0,0.0,9.0,1.0,1.6249087114229812,5.601001487254239,7.745433730762341,0.052687086,-0.017409647,0.03375028,0.2774780264222366,0.1230213194728451,0.5627273035600818,11.752700589523812,19.035588121155023,7.736388625759301,1.5951174353827993,5.554477132741221,7.713003616142469,0.015882485,0.015577052,0.020769402,0.293824430716022,0.1006354174783555,0.5751183763894944,11.355218751071687,18.638030550172292,7.635845702978994,1.618755276019532,5.612235260354463,7.666555992104343,0.062155493,-0.17272201,0.06994402,0.3123612156146508,0.1196141358024198,0.5818980067548228,11.017376451123525,18.320646026130685,7.547397938233563,1.9600201716181216,5.7400984252506,7.419051739317562,0.046273008,0.032681264,0.018325943,0.3127204329798518,0.1007548902393934,0.5841312782013733,10.06838121102078,17.5934278950172,7.21205349638228,4091.0
4.0,0.0,9.0,1.0,1.632023746878458,5.605448441244551,7.735793800427838,0.052687086,-0.017409647,0.03375028,0.2760740049693913,0.1143285291740075,0.581969677137014,11.74744295460021,19.0253296310752,7.730668963413134,1.565678043020733,5.557389799197592,7.708451067907507,0.015882485,0.015577052,0.020769402,0.2814831635952251,0.122399138030735,0.5772695750498893,11.362566147329789,18.619123728939236,7.619742047148296,1.6063361897231268,5.6077058671077,7.658471053041744,0.062155493,-0.17272201,0.06994402,0.2913704724540005,0.121563474964313,0.5814395676214412,11.044845452027076,18.30871669499753,7.533039102647593,1.982616169835836,5.723830687439305,7.421367499692241,0.046273008,0.032681264,0.018325943,0.3190329488594056,0.097523088246719,0.5873968058102931,10.069501889503726,17.58357451971184,7.227433049091955,4091.0
4.0,0.0,9.0,1.0,1.6424062552957943,5.593241025943244,7.7417334954002,0.052687086,-0.017409647,0.03375028,0.2847322969042093,0.1192197888069984,0.5850732775408807,11.747429890323591,19.016422661387736,7.722746558649746,1.5702270253631392,5.550656906939348,7.716748675059412,0.015882485,0.015577052,0.020769402,0.295905926762942,0.1171083680214582,0.5903031269788077,11.357991727146157,18.618583958860565,7.631622677219539,1.608107183186453,5.608253435968379,7.676296755512325,0.062155493,-0.17272201,0.06994402,0.299739627556463,0.1194826583438949,0.5837185771312022,11.011164588995872,18.31614013660279,7.54640654187437,1.9706459002419832,5.708220864930912,7.419179543407829,0.046273008,0.032681264,0.018325943,0.2898343634937591,0.112498980514576,0.5809040496818407,10.048330073948016,17.562323643839303,7.227344383835096,4091.0
